Index,Original Email,Model A,Model B,Compare Result,Time (sec)
88,"Cc: john.lavorato@enron.com, hunter.shively@enron.com
 Bcc: john.lavorato@enron.com, hunter.shively@enron.com
 Brad,
  With regard to Tori Kuykendall, I would like to promote her to commercial 
 manager instead of converting her from a commercial support manager to an 
 associate. Her duties since the beginning of the year have been those of a 
 commercial manager. I have no doubt that she will compare favorably to 
 others in that category at year end.  
  Martin Cuilla on the central desk is in a similiar situation as Tori.  
 Hunter would like Martin handled the same as Tori.
  Let me know if there are any issues.
 Phillip","Dear Philip,

Thank you for bringing this matter to my attention regarding the promotion of Tori Kuykendall and Martin Cuilla. I fully support your decision to promote Tori to a Commercial Manager position instead of converting her from a Commercial Support Manager. I believe her duties this year align with those of a Commercial Manager, and she will undoubtedly compare favorably to others in that category at year-end.

Regarding Martin Cuilla, I agree that he is in a similar situation as Tori, and I concur with Hunter's suggestion to handle his case similarly.

I will look into the details and ensure a smooth transition for both employees. Let me know if there are any specific concerns or requirements for this process.

Best regards,
Brad","Hi Phillip,

Thank you for bringing this to my attention. I fully support promoting Tori Kuykendall to a commercial manager, given her proven capabilities and the responsibilities she has been handling. I trust your judgment and have no issues with this decision.

As for Martin Cuilla, I agree with Hunter’s suggestion to handle his promotion in the same manner as Tori’s. It sounds like a fair and justified approach.

If there are any further steps needed from my end, please let me know.

Best,  
Brad",modelB wins,0.59
89,"Bruce,
 Can you stop by and set up my reuters.
 Phillip","Hi Philip,

I'd be happy to help you with setting up your Reuters! Could you please confirm a suitable time and location for the meeting? I look forward to assisting you.

Best regards,
Bruce","Hi Phillip,

Sure, I can stop by and set up your Reuters. Please let me know a convenient time for you, and I'll make sure to be there.

Best,
Bruce",modelB wins,0.64
90,"Lucy,
  The rent roll spreadsheet is starting to look better. See if you can add 
 these modifications:
  1. Use a formula in column E. Add the value in column C to column D. It 
 should read =c6+d6. Then copy this formula to the rows below.
  2. Column H needs a formula. Subtract amount paid from amount owed.  
 =e6-g6.
  3. Column F is filled with the #### sign. this is because the column width 
 is too narrow. Use you mouse to click on the line beside the 
  letter F. Hold the left mouse button down and drag the column wider.
  4. After we get the rent part fixed, lets bring the database columns up to 
 this sheet and place them to the right in columns J and beyond.
 Phillip","Hi Phillip,

Thank you for your email regarding modifications to the rent roll spreadsheet. Here's how I understand the requested changes:

1. In column E, use a formula to add the values from columns C and D. The formula should read =c6+d6 and be copied down to the rows below.
2. In column H, use a formula to subtract the amount paid from the amount owed. The formula should read =e6-g6.
3. Column F appears to have the #### sign due to its narrow column width. To resolve this issue, please click on the line beside letter F, hold down the left mouse button and drag the column wider.
4. Once we've sorted out the rent part, let's bring the database columns up to this sheet and place them to the right in columns J and beyond.

I will carry out these changes as soon as possible and let you know once they have been implemented.

Best regards, [Your Name]","Hi Phillip,

Thanks for the update on the rent roll spreadsheet. I'll make the modifications you outlined:

1. I'll add the formula in column E as you described and copy it down the rows.
2. I'll also enter the formula in column H to calculate the difference between the amount owed and the amount paid.
3. I'll adjust the width of column F to display the data properly.
4. Once the rent section is sorted, I'll bring the database columns up to the sheet in columns J and beyond.

I'll get on this right away and keep you posted on the progress.

Best,  
Lucy",modelB wins,0.61
91,"Lucy,
  I got your email with the attachment. Let's work together today to get this 
 done
 Phillip","Hi Phillip,

Thanks for sending the attachment and for your proposal to collaborate on the project. I'm looking forward to working together today and achieving our goals. Let's get started!

Best regards,
Lucy","Hi Phillip,

Thanks for getting back to me. I'm ready to dive into this and collaborate today. Let me know when you're available to start, and we can get things moving.

Looking forward to working together!

Best,  
Lucy",tie,0.62
92,you have my approval,"Thank you for your prompt response and approval. I look forward to proceeding with our project based on your confirmation. If there are any further details or changes required, please do not hesitate to let me know. Best regards.","Thank you for your prompt approval. I appreciate your support and will proceed accordingly. If you have any further instructions or need additional information, please let me know.",modelB wins,1.33
93,"Lucy,
  We can discuss your email later. How is progress on creating the 
 spreadsheets. You will probably need to close the file before you attach to 
 an email. It is 2:00. I really want to make some progress on these two 
 files.
 Phillip","Hi Philip,

Thanks for getting back to me. The progress on creating the spreadsheets is ongoing and I'm making steady progress. I will ensure to save and close the file before attaching it to the email for smooth transmission. Let's discuss any other details when you have a moment. Looking forward to our discussion.

Best,
Lucy","Hi Phillip,

Thanks for the reminder. I'm currently working on the spreadsheets and making good progress. I'll ensure to close the files before attaching them to the email. I'll keep you updated and aim to have the files ready for you shortly.

Best,
Lucy",modelB wins,0.55
94,"Lucy,
 Please open this excel file and input the rents and names due for this week.  
 Then email the file back.","Dear Lucy,

Thank you for the request. I have opened the Excel file and will input the required data for the upcoming week's rents and names. Once complete, I will email the updated file back to you.

Best regards.","Hi,

Thank you for sending the file over. I will input the necessary information and send it back to you shortly.

Best regards,

[Your Name]",modelB wins,0.57
95,"Open the ""utility"" spreadsheet and try to complete the analysis of whether it 
 is better to be a small commercial or a medium commercial (LP-1).
 You will need to get the usage for that meter for the last 12 months. If we 
 have one year of data, we can tell which will be cheaper. Use the rates 
 described in the spreadsheet. This is a great chance for you to practice 
 excel.","Subject: Re: Analysis of Small Commercial vs Medium Commercial Rates (LP-1)

Dear Team,

I have reviewed the request regarding analyzing the cost difference between being a small commercial and a medium commercial (LP-1). I will extract the usage data for the relevant meter for the last 12 months from the utility spreadsheet.

Using the rates described in the spreadsheet, I'll perform calculations to determine which option would be cheaper on an annual basis. This analysis will provide us valuable insights and help us make informed decisions.

I am looking forward to practicing my Excel skills on this task! Let me know if you have any specific requirements or preferences for the final report layout.

Best regards, [Your Name]","Hi,

Thank you for providing the details. I will open the ""utility"" spreadsheet and gather the usage data for the last 12 months. I'll complete the analysis to determine whether it's more cost-effective to be a small commercial or a medium commercial (LP-1) using the rates mentioned in the spreadsheet. I'll get back to you with the results once I finish the analysis.

Best regards,  
[Your Name]",modelB wins,0.62
96,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 04/30/2001 11:21 AM ---------------------------
 Alan Comnes
 04/27/2001 01:38 PM
 To: Phillip K Allen/HOU/ECT@ECT
 cc: Joe Hartsoe/Corp/Enron@ENRON 
 Subject: Request from Steve Kean
 Phillip,
 I got this request. On the gas side, I think Kean/Lay need an update to a table you prepared for me a few months ago, which I've attached.. Can you oblige? Thanks,
 Alan Comnes
  
 ---------------------- Forwarded by Alan Comnes/PDX/ECT on 04/27/2001 01:42 PM ---------------------------
 Janel Guerrero@ENRON
 04/27/2001 12:44 PM
 To: Alan Comnes/PDX/ECT@ECT, Jeff Dasovich/NA/Enron@Enron
 cc: Paul Kaufman/PDX/ECT@ECT, Richard Shapiro/NA/Enron@Enron 
 Subject: Request from Steve Kean
 Alan,
 Steve has asked that you update the power point below so that it reflects all of the ""stupid regulatory/legislative decisions"" since the beginning of the year. Ken wants to have this updated chart in his briefing book for next week's ""Ken Lay Tour"" to CA.  
 He also wants a forward price curve for both gas and power in CA. Can we get these three documents by Monday afternoon?","Subject: Re: Request from Steve Kean

Phillip,

I've received the updated request. I believe we need to revise the attached table on the gas side as per Alan Comnes' email. Regarding the power point presentation, as requested by Janel Guerrero, please modify it to include all ""stupid regulatory/legislative decisions"" since the beginning of this year for Ken Lay's briefing book. Additionally, kindly provide a forward price curve for both gas and power in CA.

I will aim to complete these documents by Monday afternoon, as per Janel Guerrero's timeline.

Thank you,
Jeff Dasovich/NA/Enron@Enron","Hi Alan,

I hope you’re doing well. I’ll work on updating the table and ensure it reflects the latest data for Kean and Lay. I’ll have it ready by Monday afternoon as requested. If there’s anything specific you’d like me to focus on or if there are any changes you’re expecting, please let me know.

Thanks,
Phillip",modelB wins,0.61
97,"Mac,
  Thanks for the research report on EOG. Here are my observations:
  Gas Sales 916,000/day x 365 days = 334,340,000/year
  
  Estimated Gas Prices $985,721,000/334,340,000= $2.95/mcf
  Actual gas prices are around $1.00/mcf higher and rising. 
  Recalc of EPS with more accurate gas prices:
  (334,340,000 mct X $1/mcf)/116,897,000 shares outst = $2.86 additional EPS 
 X 12 P/E multiple = $34 a share
  That is just a back of the envelope valuation based on gas prices. I think 
 crude price are undervalued by the tune of $10/share.
  Current price 37
  Nat. Gas 34
  Crude 10
  Total 81
  
  Can you take a look at these numbers and play devil's advocate? To me this 
 looks like the best stock to own Also can you send me a report on Calpine, 
 Tosco, and SLB?
 Thank you,
  Phillip","Subject: Re: EOG Research Analysis - Response to Your Observations and Additional Requests

   Dear Phillip,

   I appreciate your thorough analysis of the EOG report. Regarding your recalculation based on gas prices, it seems that the adjusted EPS and the calculated stock value are compelling figures. However, it is important to consider other factors such as market conditions, industry trends, and future projections, which may impact the actual performance of the stock.

   As for your request, I will look into conducting reports on Calpine, Tosco, and SLB, and send them over to you at the earliest convenience.

   In terms of your initial observations, I'd be happy to challenge the assumptions in order to provide a more comprehensive outlook. Let's discuss this further when we have more time to delve into the details.

   Looking forward to our conversation and sending over the reports shortly.

   Best regards,
   [Your Name]","Hi Phillip,

Thank you for sharing your observations and calculations on the EOG report. I appreciate the detailed analysis you've provided. I'll take a closer look at the numbers and evaluate the assumptions to see if there are any alternative perspectives or considerations.

Additionally, I'll prepare the reports on Calpine, Tosco, and SLB and send them over to you shortly.

Thanks again for your insights, and I'll get back to you soon.

Best regards,

[Your Name]",modelB wins,0.53
